bits,lcg,lfg
40,1.8454699325561523,12.901399879455566
56,1.365269775390625,13.925510025024414
80,1.8147699737548828,15.414079895019531
128,2.3941298294067384,21.132400093078612
168,3.4824398803710936,22.73912998199463
224,4.2615999984741215,28.69645015716553
256,4.920759925842285,31.48915012359619
512,11.303340034484863,66.5296000289917
1024,33.91426994323731,177.1782398223877
2048,152.4200899887085,745.9300597763062
4096,957.2758799362183,4058.0170797348023
